1	871	8700
2	871	8711
3	871	8725
4	871	8745
5	871	8752
6	871	8755
7	871	9470
8	871	9471
9	871	9472
10	871	9485
11	871	9473
12	871	9542
13	871	9546
14	871	9617
15	871	9620
16	871	8758
17	871	8759
18	871	8757
19	871	8764
20	871	8766
21	871	8792
22	871	8796
23	871	8820
24	871	8821
25	871	8832
26	871	8836
27	871	8845
28	871	8847
29	871	10060
30	871	10071
31	871	10109
32	871	10108
33	871	10110
34	871	8606
35	871	8610
36	871	8611
37	871	8616
38	871	8618
39	871	8620
40	871	8629
41	871	8622
42	871	8648
43	871	8653
44	871	8667
45	871	8668
46	871	8669
47	871	8670
48	871	8672
49	871	8535
50	871	8539
51	871	8549
52	871	8552
53	871	8553
54	871	8554
55	871	8550
56	871	8556
57	871	8557
58	871	8559
59	871	8561
60	871	8562
61	871	8563
62	871	8566
63	871	8573
64	871	8575
65	871	8574
66	871	8576
67	871	8579
68	871	8580
69	871	8581
70	871	8584
71	871	9841
72	871	9843
73	871	9863
74	871	9896
75	871	9897
76	871	9898
77	871	9944
78	871	9926
79	871	9960
80	871	9979
81	871	8849
82	871	8851
83	871	8852
84	871	8853
85	871	8854
86	871	8855
87	871	8856
88	871	8858
89	871	8862
90	871	8863
91	871	8865
92	871	8867
93	871	8872
94	871	8874
95	871	8875
96	871	8876
97	871	8877
98	871	8879
99	871	8882
100	871	8887
101	871	8889
102	871	8871
103	871	8892
104	871	8891
105	871	8895
106	871	8896
107	871	8898
108	871	8899
109	871	8900
110	871	8903
111	871	8904
112	871	8905
113	871	8906
114	871	8908
115	871	8909
116	871	8912
117	871	8913
118	871	8924
119	871	8942
120	871	8943
121	871	8959
122	871	9374
123	871	9375
124	871	9380
125	871	9408
126	871	9432
127	871	7680
128	871	7783
129	871	7786
130	871	7787
131	871	7788
132	871	7792
133	871	7891
134	871	7893
135	871	7894
136	871	7919
137	871	9247
138	871	9260
139	871	9266
140	871	9271
141	871	9287
142	871	9295
143	871	9308
144	871	9310
145	871	9319
146	871	9330
147	871	9370
148	871	9373
149	871	9368
150	871	7933
151	871	7935
152	871	7968
153	871	7969
154	871	7994
155	871	9159
156	871	9160
157	871	9169
158	871	9174
159	871	9175
160	871	9184
161	871	9211
162	871	9215
163	871	9222
164	871	9228
165	871	9245
166	871	9639
167	871	9672
168	871	9709
169	871	9710
170	871	9711
171	871	9722
172	871	9723
173	871	9713
174	871	9771
175	871	9772
176	871	9807
177	871	8270
178	871	8274
179	871	8278
180	871	8291
181	871	8296
182	871	8298
183	871	8304
184	871	8308
185	871	8309
186	871	8460
187	871	8471
188	871	8982
189	871	8999
190	871	9008
191	871	9042
192	871	9049
193	871	9051
194	871	9053
195	871	9057
196	871	9084
197	871	9103
198	871	9110
199	871	9111
200	871	9112
201	871	9126
202	871	9150
203	872	9150
204	872	9126
205	872	9112
206	872	9111
207	872	9109
208	872	9110
209	872	9103
210	872	9084
211	872	9057
212	872	9053
213	872	9051
214	872	9049
215	872	9048
216	872	9042
217	872	8992
218	872	9008
219	872	9002
220	872	8999
221	872	8997
222	872	8996
223	872	8982
224	872	8471
225	872	8460
226	872	8386
227	872	8309
228	872	8308
229	872	8304
230	872	8301
231	872	8302
232	872	8303
233	872	8298
234	872	8297
235	872	8299
236	872	8300
237	872	8296
238	872	8291
239	872	8290
240	872	8287
241	872	8289
242	872	8288
243	872	8278
244	872	8274
245	872	8270
246	872	8272
247	872	9829
248	872	9808
249	872	9807
250	872	9778
251	872	9772
252	872	9771
253	872	9751
254	872	9723
255	872	9722
256	872	9712
257	872	9711
258	872	9710
259	872	9709
260	872	9672
261	872	9673
262	872	9675
263	872	9245
264	872	9240
265	872	9228
266	872	9215
267	872	9211
268	872	9183
269	872	9184
270	872	9175
271	872	9174
272	872	9169
273	872	9167
274	872	9160
275	872	9159
276	872	8195
277	872	7992
278	872	7994
279	872	7993
280	872	7971
281	872	7970
282	872	7969
283	872	7968
284	872	7937
285	872	7938
286	872	7935
287	872	7933
288	872	9368
289	872	9372
290	872	9373
291	872	9370
292	872	9330
293	872	9319
294	872	9310
295	872	9308
296	872	9309
297	872	9295
298	872	9279
299	872	9287
300	872	9271
301	872	9266
302	872	9260
303	872	9247
