208	8820801	1030533	Gurkha Premium Lager Beer	660.00	4.80	56.40	85.46	0	0
209	8810203	1030539	Tornado Single Hop Citra IPA	330.00	6.70	36.80	111.52	0	0
210	8822903	1030555	Typhoon Single Hop Amarillo IPA	330.00	6.20	36.40	110.30	0	0
211	8821601	1030564	Wolf Dark Strong Scottish Ale	500.00	6.00	52.30	104.60	0	0
212	8876503	1030570	The Wolf of Glen Moray 	330.00	9.20	81.20	246.06	0	0
213	8932903	1030617	Day of The Dead Hop on Or Die IPA	330.00	6.80	30.20	91.52	0	0
214	8952103	1030637	Day of The Dead Queen of The Night Pale Ale	330.00	4.80	28.40	86.06	0	0
215	8945203	1030693	3 Monts 	330.00	8.50	32.00	96.97	0	0
216	8991003	1030777	Day of The Dead Death Becomes You Amber Ale	330.00	5.50	28.90	87.58	0	0
217	8943203	1030840	Gavroche 	330.00	8.50	34.00	103.03	0	0
218	8923803	1030931	Day of The Dead Pay The Ferry Porter	330.00	5.00	28.50	86.36	0	0
219	8955903	1030987	Day of The Dead Dia De Los Muertos Hefeweizen	330.00	5.50	28.90	87.58	0	0
220	8813401	1031057	Lobkowicz Premium Ale	500.00	4.40	20.10	40.20	0	0
221	8813501	1031084	Lobkowicz Premium Pšenicný	500.00	4.50	20.10	40.20	0	0
222	8882201	1031091	Lobkowicz Premium Cerne	500.00	4.70	20.10	40.20	0	0
223	8812701	1031094	Lobkowicz Premium	500.00	4.70	20.10	40.20	0	0
224	8812703	1031117	Lobkowicz Premium	330.00	4.70	16.70	50.61	0	0
225	8916103	1031138	Chili Beer 	330.00	4.20	27.90	84.55	0	0
226	8887909	1031472	Mixpack Tjeckiskt Öl 	10000.00	4.80	400.00	40.00	0	0
227	8960803	1032737	Stillwater Mono Hoppy Pilsner	355.00	5.20	32.00	90.14	0	0
228	8938403	1032752	Stillwater Stereo IPA	355.00	7.00	35.90	101.13	0	0
229	8930815	1032843	Stillwater Classique Postmodern Beer	355.00	4.50	27.90	78.59	0	0
230	8996501	1032851	Andechser Doppelbock Dunkel	500.00	7.10	31.90	63.80	0	0
231	8995201	1032857	Andechser Special Hell	500.00	5.90	28.90	57.80	0	0
232	8832103	1033151	Cuveé Alex Le Rouge Jurassian Imperial Stout	330.00	10.30	118.50	359.09	0	0
233	8860103	1033203	La Torpille 	330.00	7.50	98.00	296.97	0	0
234	8827803	1033233	La Meule 	330.00	6.00	98.30	297.88	0	0
235	8896403	1033249	La Salamandre 	330.00	5.50	98.30	297.88	0	0
236	8886303	1033265	Gulden Spoor Tripel	330.00	8.00	69.00	209.09	0	0
237	8876603	1033271	Gulden Spoor Blond	330.00	4.50	59.90	181.52	0	0
238	8880003	1033278	Gulden Spoor Quadruppel Ale	330.00	9.00	74.80	226.67	0	0
239	8894703	1033301	Riedenburger Dolden Dark	330.00	6.90	29.90	90.61	0	1
240	8893003	1033332	Hiver The Honey Beer	330.00	5.00	29.90	90.61	0	0
241	8899503	1033335	Hiver The Honey Ale	330.00	4.50	29.90	90.61	0	0
242	1159703	1033338	Smörpundet Porter	250.00	5.90	27.80	111.20	0	0
243	8847203	1033345	Jacobsen Brown Ale	330.00	6.00	19.90	60.30	0	0
244	8849503	1033351	Jacobsen Extra Pilsner	330.00	5.50	19.90	60.30	0	0
245	8903201	1033359	Esplanad Julöl 	750.00	5.00	97.00	129.33	0	0
246	8933201	1033362	Esplanad EPA	500.00	5.60	38.00	76.00	0	0
247	8933501	1033366	Esplanad Lager	500.00	5.60	38.00	76.00	0	0
248	1100701	1033923	Narwhal Barrel Aged Sierra Nevada Brewing	750.00	12.90	209.00	278.67	0	0
249	8937003	1034187	Braköl 	330.00	5.00	24.80	75.15	0	0
250	8891703	1034332	Råå Black	330.00	6.00	24.90	75.46	0	1
251	8941303	1034550	Tingvalla Saison Number 1	330.00	5.20	24.10	73.03	0	0
252	3084703	1035603	Backens Lager 	330.00	4.70	18.40	55.76	0	0
253	3084803	1035633	Backens Ale 	330.00	5.30	19.80	60.00	0	0
254	3085003	1036026	Nils Oscar Ekologisk Lager 	330.00	4.20	19.90	60.30	0	1
255	3085101	1036364	Närke Slättöl Pale Ale	500.00	4.90	31.60	63.20	0	0
256	3085201	1036418	No Monkey Business APA 	500.00	5.60	37.00	74.00	0	0
257	3085301	1036424	Jumping Jacks Hoppy Lager 	500.00	5.20	37.10	74.20	0	0
258	3085403	1036490	Stigbergets West Coast India Pale Ale	330.00	6.50	29.90	90.61	0	0
259	138203	1036520	Dugges Easter Lager 	330.00	5.60	19.70	59.70	0	0
260	139703	1036523	Bryggmästarens Bästa Påsköl 	330.00	7.00	19.90	60.30	0	0
261	130403	1036526	Frequency Oatmeal Porter	330.00	6.10	24.50	74.24	0	0
262	135703	1036529	Barlingbo Hynen 	330.00	4.50	19.70	59.70	0	0
263	138803	1036532	Dugges Easter Porter	330.00	4.50	19.70	59.70	0	0
264	132303	1036535	Södra Bunny Brown Ekologiskt	330.00	4.50	16.50	50.00	0	1
265	3085503	1036538	Pilot IPA India Pale Ale	330.00	7.00	27.00	81.82	0	0
266	3085603	1036543	Rådanäs Ekologiska Saison 	330.00	6.00	28.90	87.58	0	1
267	130703	1036883	Jämtlands Bärnsten Ljus Lager	330.00	5.00	19.90	60.30	0	0
268	8979603	1036900	Jämtlands India Pale Ale	330.00	5.50	20.90	63.33	0	0
269	3085703	1036914	Hönöbryggeriet American Pale Ale	330.00	5.30	29.20	88.49	0	0
270	1149503	1036978	Stiegl Weisse	330.00	5.10	15.90	48.18	0	0
271	166203	1037115	Martha Krieger Spitzenpilsner	330.00	4.70	18.90	57.27	0	1
272	3085803	1037189	Electric Nurse Dugges Family Reunion IPA	330.00	6.50	24.90	75.46	0	0
273	3085903	1037230	Öland Pale Ale 	330.00	4.90	24.50	74.24	0	0
274	1179903	1037924	Sleeping Lemons Wild Beer Co	330.00	3.60	35.00	106.06	0	0
